review_id,review_text,predicted_sentiment,probability_positive,probability_negative,probability_neutral,dataset,price_range,meal_type,review_stars
28483,The food was perfect!,positive,0.568,0.12,0.311,Restaurant Reviews (Bakeoff),$$$$,Lunch,2.9
28484,Can't recommend this place enough!,positive,0.634,0.303,0.062,Restaurant Reviews (Bakeoff),$$$,Breakfast,4.8
28485,The food was mouth-watering!,positive,0.865,0.122,0.014,Restaurant Reviews (Bakeoff),$$$,Takeout,3.7
28486,The food tasted like garbage.,negative,0.661,0.265,0.075,Restaurant Reviews (Bakeoff),$$$,Lunch,1.4
28487,The food tasted like garbage.,negative,0.54,0.233,0.227,Restaurant Reviews (Bakeoff),$,Brunch,2.9
28488,The meal was adequate but nothing memorable.,neutral,0.723,0.207,0.07,Restaurant Reviews (Bakeoff),$$$$,Takeout,2.1
28489,What a great hidden gem!,positive,0.767,0.2,0.033,Restaurant Reviews (Bakeoff),$$$,Takeout,1.3
28490,The food was mouth-watering!,positive,0.647,0.319,0.034,Restaurant Reviews (Bakeoff),$$$,Brunch,2.3
28491,The quality exceeded all expectations.,positive,0.671,0.019,0.311,Restaurant Reviews (Bakeoff),$$$,Brunch,4.2
28492,I'm very happy with everything here.,positive,0.594,0.342,0.064,Restaurant Reviews (Bakeoff),$$$$,Lunch,2.5
28493,The portion was small and overpriced.,negative,0.539,0.292,0.169,Restaurant Reviews (Bakeoff),$$,Takeout,2.8
28494,The dessert is to die for!,positive,0.636,0.233,0.132,Restaurant Reviews (Bakeoff),$$,Takeout,4.2
28495,It's a standard restaurant overall.,neutral,0.611,0.259,0.13,Restaurant Reviews (Bakeoff),$,Takeout,4.7
28496,Best meal in town!,positive,0.731,0.074,0.195,Restaurant Reviews (Bakeoff),$$$$,Dinner,1.6
28497,Complete rip-off for the price.,negative,0.799,0.087,0.114,Restaurant Reviews (Bakeoff),$$$$,Lunch,3.8
28498,The staff was friendly and the food was remarkable.,positive,0.742,0.133,0.125,Restaurant Reviews (Bakeoff),$$$$,Takeout,3.8
28499,I got sick after eating here.,negative,0.551,0.331,0.118,Restaurant Reviews (Bakeoff),$$$$,Brunch,1.4
28500,The portion was small and overpriced.,negative,0.8,0.079,0.121,Restaurant Reviews (Bakeoff),$$$,Brunch,2.8
28501,Absolutely delicious food and great service.,positive,0.682,0.256,0.062,Restaurant Reviews (Bakeoff),$,Brunch,4.3
28502,Best meal in town!,positive,0.506,0.242,0.251,Restaurant Reviews (Bakeoff),$$$,Lunch,1.0
28503,What a great hidden gem!,positive,0.609,0.284,0.108,Restaurant Reviews (Bakeoff),$,Dinner,1.4
28504,What a great hidden gem!,positive,0.61,0.043,0.347,Restaurant Reviews (Bakeoff),$$$$,Takeout,4.1
28505,Complete rip-off for the price.,negative,0.756,0.175,0.068,Restaurant Reviews (Bakeoff),$$,Brunch,3.4
28506,I'm very happy with everything here.,positive,0.48,0.362,0.158,Restaurant Reviews (Bakeoff),$,Lunch,3.5
28507,Wonderful experience from start to finish.,positive,0.628,0.301,0.071,Restaurant Reviews (Bakeoff),$,Lunch,4.0
28508,The staff was friendly and the food was outstanding.,positive,0.679,0.093,0.228,Restaurant Reviews (Bakeoff),$$$,Takeout,2.5
28509,Absolutely delicious food and great service.,positive,0.725,0.101,0.174,Restaurant Reviews (Bakeoff),$$$$,Breakfast,1.7
28510,The dessert is to die for!,positive,0.618,0.23,0.152,Restaurant Reviews (Bakeoff),$,Lunch,4.5
28511,The food was bland.,negative,0.667,0.079,0.253,Restaurant Reviews (Bakeoff),$$,Dinner,1.2
28512,Wonderful experience from start to finish.,positive,0.586,0.217,0.197,Restaurant Reviews (Bakeoff),$$$,Lunch,4.3
28513,Can't recommend this place enough!,positive,0.725,0.143,0.132,Restaurant Reviews (Bakeoff),$$,Lunch,1.8
28514,Can't recommend this place enough!,positive,0.548,0.253,0.199,Restaurant Reviews (Bakeoff),$$$,Breakfast,3.6
28515,The food was okay and the service was fine.,neutral,0.685,0.179,0.136,Restaurant Reviews (Bakeoff),$,Brunch,2.2
28516,Average quality at best.,neutral,0.702,0.212,0.086,Restaurant Reviews (Bakeoff),$,Lunch,2.9
28517,I'm very happy with everything here.,positive,0.514,0.365,0.121,Restaurant Reviews (Bakeoff),$,Lunch,3.4
28518,The food was under-seasoned.,negative,0.564,0.136,0.3,Restaurant Reviews (Bakeoff),$$,Brunch,1.8
28519,The service was slow and the food was horrible.,negative,0.717,0.048,0.235,Restaurant Reviews (Bakeoff),$$$,Takeout,1.2
28520,Wonderful experience from start to finish.,positive,0.789,0.025,0.186,Restaurant Reviews (Bakeoff),$$$,Brunch,2.5
28521,The staff was friendly and the food was wonderful.,positive,0.643,0.187,0.17,Restaurant Reviews (Bakeoff),$$$$,Dinner,3.0
28522,I'm very happy with everything here.,positive,0.604,0.175,0.221,Restaurant Reviews (Bakeoff),$,Lunch,2.3
28523,The food was okay and the service was fine.,neutral,0.593,0.14,0.267,Restaurant Reviews (Bakeoff),$$$,Dinner,3.4
28524,Absolutely delicious food and great service.,positive,0.651,0.068,0.281,Restaurant Reviews (Bakeoff),$$,Lunch,3.8
28525,Decent value for money.,neutral,0.916,0.013,0.071,Restaurant Reviews (Bakeoff),$$,Takeout,4.2
28526,The service was slow and the food was inedible.,negative,0.689,0.266,0.045,Restaurant Reviews (Bakeoff),$$$$,Brunch,2.9
28527,Complete rip-off for the price.,negative,0.719,0.266,0.015,Restaurant Reviews (Bakeoff),$$,Takeout,2.7
28528,The food was divine!,positive,0.562,0.318,0.12,Restaurant Reviews (Bakeoff),$$,Dinner,3.9
28529,Best meal in town!,positive,0.535,0.362,0.103,Restaurant Reviews (Bakeoff),$$,Breakfast,3.8
28530,The quality exceeded all expectations.,positive,0.572,0.181,0.248,Restaurant Reviews (Bakeoff),$$$$,Breakfast,2.2
28531,Best meal in town!,positive,0.449,0.295,0.256,Restaurant Reviews (Bakeoff),$$,Breakfast,4.7
28532,The quality exceeded all expectations.,positive,0.683,0.288,0.03,Restaurant Reviews (Bakeoff),$,Brunch,1.1
28533,The staff was friendly and the food was remarkable.,positive,0.684,0.219,0.097,Restaurant Reviews (Bakeoff),$$$$,Takeout,2.8
28534,Can't recommend this place enough!,positive,0.855,0.042,0.102,Restaurant Reviews (Bakeoff),$$$$,Brunch,1.7
28535,The food was wonderful!,positive,0.543,0.232,0.225,Restaurant Reviews (Bakeoff),$$$,Takeout,2.1
28536,Complete rip-off for the price.,negative,0.75,0.221,0.03,Restaurant Reviews (Bakeoff),$,Breakfast,2.8
28537,The food was awful.,negative,0.61,0.182,0.209,Restaurant Reviews (Bakeoff),$$$$,Takeout,2.6
28538,The service was slow and the food was horrible.,negative,0.557,0.217,0.226,Restaurant Reviews (Bakeoff),$$$,Breakfast,3.3
28539,Wonderful experience from start to finish.,positive,0.521,0.17,0.309,Restaurant Reviews (Bakeoff),$$$,Dinner,2.4
28540,Can't recommend this place enough!,positive,0.795,0.182,0.023,Restaurant Reviews (Bakeoff),$$$,Lunch,4.4
28541,Absolutely delicious food and great service.,positive,0.631,0.164,0.205,Restaurant Reviews (Bakeoff),$$$$,Lunch,1.0
28542,"It's an average place, nothing more.",neutral,0.558,0.404,0.038,Restaurant Reviews (Bakeoff),$,Takeout,1.4
28543,The staff was friendly and the food was remarkable.,positive,0.722,0.095,0.183,Restaurant Reviews (Bakeoff),$$$,Lunch,2.1
28544,It's a standard restaurant overall.,neutral,0.869,0.033,0.097,Restaurant Reviews (Bakeoff),$$$,Breakfast,1.5
28545,The staff was friendly and the food was divine.,positive,0.512,0.341,0.147,Restaurant Reviews (Bakeoff),$$,Dinner,1.9
28546,Can't recommend this place enough!,positive,0.705,0.096,0.199,Restaurant Reviews (Bakeoff),$,Takeout,2.7
28547,What a great hidden gem!,positive,0.692,0.06,0.247,Restaurant Reviews (Bakeoff),$,Breakfast,4.9
28548,Best meal in town!,positive,0.799,0.12,0.081,Restaurant Reviews (Bakeoff),$$$$,Brunch,2.4
28549,I'm very happy with everything here.,positive,0.725,0.166,0.109,Restaurant Reviews (Bakeoff),$$$$,Dinner,4.9
28550,Complete rip-off for the price.,negative,0.454,0.289,0.257,Restaurant Reviews (Bakeoff),$$,Lunch,2.3
28551,Worst meal I've ever had.,negative,0.617,0.166,0.217,Restaurant Reviews (Bakeoff),$$$$,Breakfast,1.3
28552,I got sick after eating here.,negative,0.6,0.12,0.28,Restaurant Reviews (Bakeoff),$,Takeout,2.4
28553,The staff was friendly and the food was perfect.,positive,0.808,0.175,0.017,Restaurant Reviews (Bakeoff),$$$,Breakfast,4.2
28554,What a great hidden gem!,positive,0.668,0.168,0.163,Restaurant Reviews (Bakeoff),$$$$,Lunch,3.7
28555,The meal was adequate but nothing memorable.,neutral,0.549,0.168,0.283,Restaurant Reviews (Bakeoff),$,Dinner,4.5
28556,The staff was friendly and the food was perfect.,positive,0.706,0.2,0.094,Restaurant Reviews (Bakeoff),$$$,Breakfast,4.7
28557,Worst meal I've ever had.,negative,0.563,0.229,0.208,Restaurant Reviews (Bakeoff),$,Breakfast,2.5
28558,Best meal in town!,positive,0.636,0.134,0.23,Restaurant Reviews (Bakeoff),$$$$,Dinner,3.5
28559,Best meal in town!,positive,0.693,0.071,0.237,Restaurant Reviews (Bakeoff),$$$$,Dinner,3.1
28560,The food was tasteless.,negative,0.68,0.17,0.149,Restaurant Reviews (Bakeoff),$$$,Breakfast,1.5
28561,Absolutely delicious food and great service.,positive,0.674,0.082,0.245,Restaurant Reviews (Bakeoff),$$$,Brunch,4.9
28562,I'm very happy with everything here.,positive,0.498,0.293,0.208,Restaurant Reviews (Bakeoff),$,Breakfast,4.0
28563,Best meal in town!,positive,0.693,0.134,0.173,Restaurant Reviews (Bakeoff),$$,Takeout,4.5
28564,Can't recommend this place enough!,positive,0.821,0.013,0.166,Restaurant Reviews (Bakeoff),$$$,Breakfast,2.5
28565,Decent value for money.,neutral,0.919,0.042,0.039,Restaurant Reviews (Bakeoff),$$$$,Takeout,3.9
28566,The staff was friendly and the food was fantastic.,positive,0.613,0.226,0.161,Restaurant Reviews (Bakeoff),$$$$,Lunch,2.5
28567,"Save your money, this place is awful.",negative,0.785,0.04,0.176,Restaurant Reviews (Bakeoff),$$,Takeout,2.0
28568,Absolutely delicious food and great service.,positive,0.642,0.258,0.1,Restaurant Reviews (Bakeoff),$$$,Dinner,4.9
28569,Can't recommend this place enough!,positive,0.588,0.234,0.179,Restaurant Reviews (Bakeoff),$,Breakfast,1.7
28570,Can't recommend this place enough!,positive,0.597,0.346,0.057,Restaurant Reviews (Bakeoff),$$$$,Dinner,4.9
28571,The food was delicious!,positive,0.574,0.305,0.121,Restaurant Reviews (Bakeoff),$,Takeout,1.4
28572,"I've had better, I've had worse.",neutral,0.694,0.208,0.098,Restaurant Reviews (Bakeoff),$,Lunch,2.9
28573,The food tasted like garbage.,negative,0.644,0.203,0.154,Restaurant Reviews (Bakeoff),$$$$,Takeout,4.8
28574,The quality exceeded all expectations.,positive,0.806,0.149,0.045,Restaurant Reviews (Bakeoff),$$,Takeout,3.6
28575,The service was slow and the food was disgusting.,negative,0.679,0.065,0.256,Restaurant Reviews (Bakeoff),$$,Breakfast,1.6
28576,The food was unremarkable.,neutral,0.817,0.024,0.158,Restaurant Reviews (Bakeoff),$$,Breakfast,4.3
28577,What a great hidden gem!,positive,0.764,0.026,0.21,Restaurant Reviews (Bakeoff),$$$,Brunch,3.3
28578,"I've had better, I've had worse.",neutral,0.708,0.154,0.138,Restaurant Reviews (Bakeoff),$$,Breakfast,1.5
28579,The quality exceeded all expectations.,positive,0.74,0.184,0.075,Restaurant Reviews (Bakeoff),$$$,Lunch,3.1
28580,Wonderful experience from start to finish.,positive,0.682,0.042,0.276,Restaurant Reviews (Bakeoff),$$$$,Dinner,2.8
28581,What a great hidden gem!,positive,0.488,0.258,0.254,Restaurant Reviews (Bakeoff),$$,Takeout,4.9
28582,Wonderful experience from start to finish.,positive,0.534,0.314,0.152,Restaurant Reviews (Bakeoff),$$,Dinner,4.9
28583,The quality exceeded all expectations.,positive,0.604,0.141,0.255,Restaurant Reviews (Bakeoff),$$,Breakfast,4.4
28584,Complete rip-off for the price.,negative,0.651,0.224,0.125,Restaurant Reviews (Bakeoff),$$,Breakfast,1.1
28585,The portion was small and overpriced.,negative,0.463,0.289,0.249,Restaurant Reviews (Bakeoff),$$,Takeout,1.6
28586,The staff was friendly and the food was excellent.,positive,0.608,0.312,0.08,Restaurant Reviews (Bakeoff),$$$$,Takeout,1.1
28587,What a great hidden gem!,positive,0.612,0.336,0.052,Restaurant Reviews (Bakeoff),$,Brunch,2.4
28588,The service was slow and the food was under-seasoned.,negative,0.732,0.15,0.118,Restaurant Reviews (Bakeoff),$$$$,Breakfast,3.8
28589,The service was slow and the food was terrible.,negative,0.648,0.138,0.214,Restaurant Reviews (Bakeoff),$$$$,Brunch,2.9
28590,Best meal in town!,positive,0.609,0.312,0.079,Restaurant Reviews (Bakeoff),$$,Breakfast,2.2
28591,Can't recommend this place enough!,positive,0.689,0.043,0.268,Restaurant Reviews (Bakeoff),$$$,Takeout,2.5
28592,The staff was friendly and the food was incredible.,positive,0.572,0.144,0.284,Restaurant Reviews (Bakeoff),$$$,Takeout,4.6
28593,"Save your money, this place is disappointing.",negative,0.869,0.08,0.052,Restaurant Reviews (Bakeoff),$$$$,Dinner,1.1
28594,Worst meal I've ever had.,negative,0.685,0.251,0.064,Restaurant Reviews (Bakeoff),$,Takeout,3.8
28595,I'm very happy with everything here.,positive,0.67,0.217,0.112,Restaurant Reviews (Bakeoff),$$$$,Brunch,2.4
28596,The dessert is to die for!,positive,0.713,0.128,0.159,Restaurant Reviews (Bakeoff),$,Lunch,2.5
28597,I'm very happy with everything here.,positive,0.61,0.171,0.219,Restaurant Reviews (Bakeoff),$,Breakfast,3.5
28598,The food was greasy.,negative,0.599,0.178,0.223,Restaurant Reviews (Bakeoff),$$,Lunch,1.2
28599,The portion was small and overpriced.,negative,0.587,0.084,0.329,Restaurant Reviews (Bakeoff),$$,Brunch,4.2
28600,Wonderful experience from start to finish.,positive,0.696,0.045,0.26,Restaurant Reviews (Bakeoff),$,Breakfast,4.7
28601,I'm very happy with everything here.,positive,0.584,0.202,0.213,Restaurant Reviews (Bakeoff),$,Breakfast,2.9
28602,Disgusting - never coming back.,negative,0.771,0.21,0.02,Restaurant Reviews (Bakeoff),$$$$,Lunch,3.3
28603,The quality exceeded all expectations.,positive,0.649,0.184,0.166,Restaurant Reviews (Bakeoff),$,Takeout,4.0
28604,"Not impressed, not disappointed - just so-so.",neutral,0.576,0.317,0.107,Restaurant Reviews (Bakeoff),$$,Brunch,3.7
28605,The food was okay and the service was fine.,neutral,0.554,0.27,0.176,Restaurant Reviews (Bakeoff),$$$$,Brunch,2.3
28606,Best meal in town!,positive,0.7,0.186,0.114,Restaurant Reviews (Bakeoff),$$$$,Breakfast,3.0
28607,Complete rip-off for the price.,negative,0.702,0.138,0.16,Restaurant Reviews (Bakeoff),$$,Breakfast,4.9
28608,The meal was modest but nothing memorable.,neutral,0.537,0.208,0.255,Restaurant Reviews (Bakeoff),$$$$,Dinner,2.1
28609,Nothing special about this place.,neutral,0.543,0.307,0.151,Restaurant Reviews (Bakeoff),$$$$,Breakfast,1.9
28610,The quality exceeded all expectations.,positive,0.66,0.151,0.188,Restaurant Reviews (Bakeoff),$$,Dinner,3.2
28611,Best meal in town!,positive,0.599,0.337,0.064,Restaurant Reviews (Bakeoff),$$,Brunch,3.0
28612,Can't recommend this place enough!,positive,0.802,0.142,0.056,Restaurant Reviews (Bakeoff),$$$$,Brunch,3.6
28613,The portion was small and overpriced.,negative,0.683,0.247,0.069,Restaurant Reviews (Bakeoff),$,Takeout,1.7
28614,Can't recommend this place enough!,positive,0.784,0.08,0.136,Restaurant Reviews (Bakeoff),$$,Dinner,1.3
28615,The meal was modest but nothing memorable.,neutral,0.639,0.154,0.207,Restaurant Reviews (Bakeoff),$$$,Brunch,4.4
28616,The quality exceeded all expectations.,positive,0.572,0.23,0.199,Restaurant Reviews (Bakeoff),$,Breakfast,1.5
28617,"It's an average place, nothing more.",neutral,0.57,0.23,0.2,Restaurant Reviews (Bakeoff),$$$,Brunch,3.6
28618,Absolutely delicious food and great service.,positive,0.523,0.271,0.207,Restaurant Reviews (Bakeoff),$$$,Takeout,1.2
28619,Worst meal I've ever had.,negative,0.712,0.037,0.251,Restaurant Reviews (Bakeoff),$,Dinner,2.2
28620,Wonderful experience from start to finish.,positive,0.628,0.19,0.182,Restaurant Reviews (Bakeoff),$$$$,Breakfast,3.9
28621,Can't recommend this place enough!,positive,0.567,0.24,0.193,Restaurant Reviews (Bakeoff),$$$,Lunch,1.6
28622,The meal was fair but nothing memorable.,neutral,0.62,0.065,0.315,Restaurant Reviews (Bakeoff),$$$$,Dinner,4.0
28623,Nothing special about this place.,neutral,0.593,0.211,0.196,Restaurant Reviews (Bakeoff),$$,Breakfast,4.8
28624,The food was excellent!,positive,0.622,0.22,0.159,Restaurant Reviews (Bakeoff),$$$,Dinner,3.2
28625,Nothing special about this place.,neutral,0.793,0.12,0.087,Restaurant Reviews (Bakeoff),$,Lunch,1.4
28626,The dessert is to die for!,positive,0.757,0.053,0.19,Restaurant Reviews (Bakeoff),$$,Brunch,1.4
28627,Can't recommend this place enough!,positive,0.752,0.216,0.032,Restaurant Reviews (Bakeoff),$$$,Dinner,2.7
28628,It's a standard restaurant overall.,neutral,0.547,0.304,0.148,Restaurant Reviews (Bakeoff),$$$$,Takeout,1.3
28629,Best meal in town!,positive,0.651,0.172,0.177,Restaurant Reviews (Bakeoff),$$$$,Brunch,1.2
28630,"Not impressed, not disappointed - just so-so.",neutral,0.607,0.22,0.173,Restaurant Reviews (Bakeoff),$$,Dinner,1.2
28631,Can't recommend this place enough!,positive,0.618,0.2,0.182,Restaurant Reviews (Bakeoff),$$$,Breakfast,1.8
28632,Wonderful experience from start to finish.,positive,0.746,0.097,0.157,Restaurant Reviews (Bakeoff),$,Brunch,4.2
28633,The food was okay and the service was fine.,neutral,0.557,0.158,0.285,Restaurant Reviews (Bakeoff),$$,Breakfast,3.1
28634,Wonderful experience from start to finish.,positive,0.662,0.203,0.136,Restaurant Reviews (Bakeoff),$$$$,Takeout,2.4
28635,Wonderful experience from start to finish.,positive,0.642,0.256,0.102,Restaurant Reviews (Bakeoff),$$,Brunch,3.8
28636,Can't recommend this place enough!,positive,0.503,0.185,0.312,Restaurant Reviews (Bakeoff),$,Breakfast,3.3
28637,What a great hidden gem!,positive,0.684,0.293,0.023,Restaurant Reviews (Bakeoff),$$,Breakfast,3.0
28638,Wonderful experience from start to finish.,positive,0.591,0.211,0.198,Restaurant Reviews (Bakeoff),$$$$,Breakfast,2.1
28639,Absolutely delicious food and great service.,positive,0.585,0.385,0.03,Restaurant Reviews (Bakeoff),$,Takeout,2.6
28640,The food was incredible!,positive,0.543,0.277,0.18,Restaurant Reviews (Bakeoff),$,Breakfast,1.4
28641,Disgusting - never coming back.,negative,0.634,0.148,0.218,Restaurant Reviews (Bakeoff),$$$$,Brunch,4.9
28642,Absolutely delicious food and great service.,positive,0.576,0.269,0.155,Restaurant Reviews (Bakeoff),$$$$,Lunch,1.6
28643,The quality exceeded all expectations.,positive,0.668,0.283,0.049,Restaurant Reviews (Bakeoff),$,Breakfast,4.2
28644,What a great hidden gem!,positive,0.701,0.178,0.121,Restaurant Reviews (Bakeoff),$$$$,Takeout,4.4
28645,Decent value for money.,neutral,0.763,0.187,0.05,Restaurant Reviews (Bakeoff),$$$$,Lunch,1.9
28646,I'm very happy with everything here.,positive,0.701,0.158,0.14,Restaurant Reviews (Bakeoff),$$$$,Dinner,3.5
28647,Wonderful experience from start to finish.,positive,0.652,0.212,0.137,Restaurant Reviews (Bakeoff),$,Takeout,1.1
28648,Can't recommend this place enough!,positive,0.796,0.118,0.086,Restaurant Reviews (Bakeoff),$$,Dinner,3.4
28649,Absolutely delicious food and great service.,positive,0.682,0.271,0.047,Restaurant Reviews (Bakeoff),$,Brunch,3.6
28650,What a great hidden gem!,positive,0.695,0.152,0.153,Restaurant Reviews (Bakeoff),$$$,Lunch,1.3
28651,The dessert is to die for!,positive,0.645,0.222,0.133,Restaurant Reviews (Bakeoff),$,Brunch,1.8
28652,The dessert is to die for!,positive,0.709,0.063,0.228,Restaurant Reviews (Bakeoff),$$,Breakfast,1.4
28653,The food tasted like garbage.,negative,0.658,0.325,0.018,Restaurant Reviews (Bakeoff),$$$,Breakfast,1.4
28654,I'm very happy with everything here.,positive,0.608,0.281,0.111,Restaurant Reviews (Bakeoff),$,Takeout,1.0
28655,Complete rip-off for the price.,negative,0.723,0.023,0.254,Restaurant Reviews (Bakeoff),$,Brunch,2.5
28656,Disgusting - never coming back.,negative,0.902,0.067,0.031,Restaurant Reviews (Bakeoff),$$$,Dinner,2.7
28657,The quality exceeded all expectations.,positive,0.721,0.237,0.042,Restaurant Reviews (Bakeoff),$$,Dinner,4.0
28658,Absolutely delicious food and great service.,positive,0.734,0.08,0.186,Restaurant Reviews (Bakeoff),$$$,Takeout,1.1
28659,Terrible experience - extremely disappointing.,negative,0.817,0.086,0.097,Restaurant Reviews (Bakeoff),$$$,Lunch,3.3
28660,I'm very happy with everything here.,positive,0.652,0.276,0.072,Restaurant Reviews (Bakeoff),$$$$,Dinner,3.7
28661,Disgusting - never coming back.,negative,0.517,0.222,0.26,Restaurant Reviews (Bakeoff),$$,Brunch,3.0
28662,The food was superb!,positive,0.914,0.037,0.049,Restaurant Reviews (Bakeoff),$$$,Brunch,2.9
28663,Can't recommend this place enough!,positive,0.539,0.34,0.121,Restaurant Reviews (Bakeoff),$$$$,Breakfast,2.9
28664,I'm very happy with everything here.,positive,0.703,0.102,0.195,Restaurant Reviews (Bakeoff),$$,Brunch,4.7
28665,The portion was small and overpriced.,negative,0.548,0.265,0.187,Restaurant Reviews (Bakeoff),$,Dinner,2.6
28666,The food was okay and the service was fine.,neutral,0.818,0.137,0.045,Restaurant Reviews (Bakeoff),$$,Brunch,3.8
28667,Can't recommend this place enough!,positive,0.607,0.134,0.259,Restaurant Reviews (Bakeoff),$$$$,Breakfast,4.7
28668,Best meal in town!,positive,0.584,0.277,0.139,Restaurant Reviews (Bakeoff),$,Brunch,2.9
28669,The food was wonderful!,positive,0.69,0.058,0.252,Restaurant Reviews (Bakeoff),$,Breakfast,3.1
28670,I'm very happy with everything here.,positive,0.8,0.107,0.093,Restaurant Reviews (Bakeoff),$$$,Takeout,3.5
28671,Best meal in town!,positive,0.648,0.189,0.163,Restaurant Reviews (Bakeoff),$$,Breakfast,2.2
28672,Worst meal I've ever had.,negative,0.483,0.293,0.224,Restaurant Reviews (Bakeoff),$$$$,Takeout,2.5
28673,The staff was friendly and the food was outstanding.,positive,0.674,0.283,0.043,Restaurant Reviews (Bakeoff),$$,Dinner,3.2
28674,The staff was friendly and the food was flawless.,positive,0.724,0.032,0.244,Restaurant Reviews (Bakeoff),$$$,Lunch,2.5
28675,Wonderful experience from start to finish.,positive,0.68,0.301,0.019,Restaurant Reviews (Bakeoff),$$$,Brunch,4.1
28676,The staff was friendly and the food was divine.,positive,0.685,0.258,0.057,Restaurant Reviews (Bakeoff),$,Brunch,2.1
28677,The service was slow and the food was greasy.,negative,0.689,0.177,0.133,Restaurant Reviews (Bakeoff),$$$$,Brunch,2.3
28678,Disgusting - never coming back.,negative,0.706,0.247,0.047,Restaurant Reviews (Bakeoff),$$$,Brunch,4.5
28679,Best meal in town!,positive,0.743,0.087,0.169,Restaurant Reviews (Bakeoff),$,Dinner,4.0
28680,Wonderful experience from start to finish.,positive,0.624,0.187,0.189,Restaurant Reviews (Bakeoff),$$,Breakfast,2.0
28681,The quality exceeded all expectations.,positive,0.595,0.201,0.204,Restaurant Reviews (Bakeoff),$,Breakfast,3.4
28682,The quality exceeded all expectations.,positive,0.797,0.148,0.055,Restaurant Reviews (Bakeoff),$$$,Breakfast,1.5
28683,Disgusting - never coming back.,negative,0.754,0.221,0.025,Restaurant Reviews (Bakeoff),$$$,Brunch,4.4
28684,"Save your money, this place is disappointing.",negative,0.651,0.204,0.145,Restaurant Reviews (Bakeoff),$$,Takeout,1.8
28685,The food was wonderful!,positive,0.548,0.351,0.102,Restaurant Reviews (Bakeoff),$$,Breakfast,2.0
28686,Wonderful experience from start to finish.,positive,0.507,0.262,0.231,Restaurant Reviews (Bakeoff),$,Lunch,2.3
28687,The quality exceeded all expectations.,positive,0.621,0.254,0.125,Restaurant Reviews (Bakeoff),$,Brunch,4.3
28688,Absolutely delicious food and great service.,positive,0.751,0.131,0.118,Restaurant Reviews (Bakeoff),$$$$,Lunch,1.8
28689,Disgusting - never coming back.,negative,0.702,0.154,0.144,Restaurant Reviews (Bakeoff),$$$$,Takeout,3.8
28690,Absolutely delicious food and great service.,positive,0.575,0.213,0.212,Restaurant Reviews (Bakeoff),$,Takeout,4.9
28691,Worst meal I've ever had.,negative,0.715,0.045,0.24,Restaurant Reviews (Bakeoff),$$$,Dinner,1.3
28692,The staff was friendly and the food was incredible.,positive,0.798,0.061,0.141,Restaurant Reviews (Bakeoff),$,Breakfast,1.3
28693,Terrible experience - extremely disappointing.,negative,0.886,0.065,0.049,Restaurant Reviews (Bakeoff),$$,Lunch,1.3
28694,The dessert is to die for!,positive,0.555,0.229,0.216,Restaurant Reviews (Bakeoff),$,Dinner,4.7
28695,Complete rip-off for the price.,negative,0.7,0.119,0.181,Restaurant Reviews (Bakeoff),$$$$,Takeout,4.7
28696,Nothing special about this place.,neutral,0.707,0.157,0.136,Restaurant Reviews (Bakeoff),$$,Lunch,2.9
28697,What a great hidden gem!,positive,0.503,0.208,0.289,Restaurant Reviews (Bakeoff),$$$$,Dinner,2.3
28698,"Not impressed, not disappointed - just typical.",neutral,0.592,0.238,0.17,Restaurant Reviews (Bakeoff),$$$$,Takeout,1.7
28699,Absolutely delicious food and great service.,positive,0.788,0.154,0.058,Restaurant Reviews (Bakeoff),$$$$,Takeout,3.9
28700,Can't recommend this place enough!,positive,0.567,0.292,0.141,Restaurant Reviews (Bakeoff),$$$,Dinner,2.1
28701,The dessert is to die for!,positive,0.545,0.243,0.212,Restaurant Reviews (Bakeoff),$,Brunch,4.4
28702,Can't recommend this place enough!,positive,0.501,0.297,0.201,Restaurant Reviews (Bakeoff),$$$,Brunch,1.8
28703,Absolutely delicious food and great service.,positive,0.842,0.14,0.017,Restaurant Reviews (Bakeoff),$$$$,Breakfast,1.7
28704,Nothing special about this place.,neutral,0.691,0.232,0.076,Restaurant Reviews (Bakeoff),$,Lunch,2.7
28705,The food was wonderful!,positive,0.63,0.21,0.16,Restaurant Reviews (Bakeoff),$,Lunch,1.6
28706,I got sick after eating here.,negative,0.842,0.026,0.132,Restaurant Reviews (Bakeoff),$,Lunch,1.4
28707,The quality exceeded all expectations.,positive,0.648,0.197,0.156,Restaurant Reviews (Bakeoff),$,Takeout,4.6
28708,The dessert is to die for!,positive,0.689,0.294,0.016,Restaurant Reviews (Bakeoff),$,Dinner,4.9
28709,The food tasted like garbage.,negative,0.652,0.124,0.225,Restaurant Reviews (Bakeoff),$$$,Takeout,1.9
28710,Wonderful experience from start to finish.,positive,0.618,0.196,0.187,Restaurant Reviews (Bakeoff),$$$,Dinner,4.0
28711,Absolutely delicious food and great service.,positive,0.676,0.207,0.116,Restaurant Reviews (Bakeoff),$$$,Dinner,4.3
28712,The food tasted like garbage.,negative,0.654,0.024,0.322,Restaurant Reviews (Bakeoff),$$$$,Dinner,4.4
28713,The food was ordinary.,neutral,0.686,0.152,0.162,Restaurant Reviews (Bakeoff),$$,Breakfast,3.4
28714,Terrible experience - extremely disappointing.,negative,0.649,0.233,0.118,Restaurant Reviews (Bakeoff),$$$,Takeout,1.9
