example_id,review_text,domain,predicted_sentiment,confidence,model_version
5514,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.833,BERT-base-finetuned
5515,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.628,BERT-base-finetuned
5516,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.832,BERT-base-finetuned
5517,The soup was bland and the salad was wilted.,Restaurants,negative,0.941,BERT-base-finetuned
5518,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.78,BERT-base-finetuned
5519,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.814,BERT-base-finetuned
5520,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.879,BERT-base-finetuned
5521,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.843,BERT-base-finetuned
5522,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.92,BERT-base-finetuned
5523,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.763,BERT-base-finetuned
5524,"Good value for money, I'd come back again.",Restaurants,neutral,0.836,BERT-base-finetuned
5525,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.727,BERT-base-finetuned
5526,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.717,BERT-base-finetuned
5527,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.88,BERT-base-finetuned
5528,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.714,BERT-base-finetuned
5529,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.975,BERT-base-finetuned
5530,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.796,BERT-base-finetuned
5531,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.785,BERT-base-finetuned
5532,The soup was bland and the salad was wilted.,Restaurants,negative,0.77,BERT-base-finetuned
5533,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.583,BERT-base-finetuned
5534,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.911,BERT-base-finetuned
5535,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.609,BERT-base-finetuned
5536,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.731,BERT-base-finetuned
5537,The service was rude and the portions were tiny.,Restaurants,negative,0.716,BERT-base-finetuned
5538,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.572,BERT-base-finetuned
5539,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.842,BERT-base-finetuned
5540,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.714,BERT-base-finetuned
5541,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.943,BERT-base-finetuned
5542,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.567,BERT-base-finetuned
5543,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.553,BERT-base-finetuned
5544,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.687,BERT-base-finetuned
5545,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.779,BERT-base-finetuned
5546,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.862,BERT-base-finetuned
5547,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.874,BERT-base-finetuned
5548,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.795,BERT-base-finetuned
5549,"Good value for money, I'd come back again.",Restaurants,neutral,0.764,BERT-base-finetuned
5550,"Good value for money, I'd come back again.",Restaurants,neutral,0.673,BERT-base-finetuned
5551,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.772,BERT-base-finetuned
5552,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.812,BERT-base-finetuned
5553,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.715,BERT-base-finetuned
5554,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.891,BERT-base-finetuned
5555,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.824,BERT-base-finetuned
5556,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.978,BERT-base-finetuned
5557,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.923,BERT-base-finetuned
5558,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.898,BERT-base-finetuned
5559,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.949,BERT-base-finetuned
5560,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.889,BERT-base-finetuned
5561,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.814,BERT-base-finetuned
5562,"Good value for money, I'd come back again.",Restaurants,neutral,0.686,BERT-base-finetuned
5563,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.654,BERT-base-finetuned
5564,"Good value for money, I'd come back again.",Restaurants,neutral,0.655,BERT-base-finetuned
5565,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.573,BERT-base-finetuned
5566,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.833,BERT-base-finetuned
5567,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.632,BERT-base-finetuned
5568,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.87,BERT-base-finetuned
5569,The service was rude and the portions were tiny.,Restaurants,negative,0.817,BERT-base-finetuned
5570,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.814,BERT-base-finetuned
5571,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.578,BERT-base-finetuned
5572,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.665,BERT-base-finetuned
5573,The service was rude and the portions were tiny.,Restaurants,negative,0.889,BERT-base-finetuned
5574,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.871,BERT-base-finetuned
5575,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.624,BERT-base-finetuned
5576,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.602,BERT-base-finetuned
5577,"Good value for money, I'd come back again.",Restaurants,neutral,0.579,BERT-base-finetuned
5578,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.918,BERT-base-finetuned
5579,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.881,BERT-base-finetuned
5580,The soup was bland and the salad was wilted.,Restaurants,negative,0.709,BERT-base-finetuned
5581,"Good value for money, I'd come back again.",Restaurants,neutral,0.639,BERT-base-finetuned
5582,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.897,BERT-base-finetuned
5583,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.745,BERT-base-finetuned
5584,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.846,BERT-base-finetuned
5585,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.611,BERT-base-finetuned
5586,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.79,BERT-base-finetuned
5587,"Good value for money, I'd come back again.",Restaurants,neutral,0.724,BERT-base-finetuned
5588,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.836,BERT-base-finetuned
5589,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.88,BERT-base-finetuned
5590,"Good value for money, I'd come back again.",Restaurants,neutral,0.702,BERT-base-finetuned
5591,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.832,BERT-base-finetuned
5592,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.776,BERT-base-finetuned
5593,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.833,BERT-base-finetuned
5594,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.588,BERT-base-finetuned
5595,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.794,BERT-base-finetuned
5596,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.752,BERT-base-finetuned
5597,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.661,BERT-base-finetuned
5598,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.765,BERT-base-finetuned
5599,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.833,BERT-base-finetuned
5600,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.941,BERT-base-finetuned
5601,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.973,BERT-base-finetuned
5602,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.932,BERT-base-finetuned
5603,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.725,BERT-base-finetuned
5604,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.869,BERT-base-finetuned
5605,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.895,BERT-base-finetuned
5606,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.769,BERT-base-finetuned
5607,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.582,BERT-base-finetuned
5608,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.74,BERT-base-finetuned
5609,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.785,BERT-base-finetuned
5610,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.831,BERT-base-finetuned
5611,The service was rude and the portions were tiny.,Restaurants,negative,0.811,BERT-base-finetuned
5612,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.595,BERT-base-finetuned
5613,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.787,BERT-base-finetuned
5614,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.718,BERT-base-finetuned
5615,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.925,BERT-base-finetuned
5616,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.776,BERT-base-finetuned
5617,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.865,BERT-base-finetuned
5618,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.68,BERT-base-finetuned
5619,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.765,BERT-base-finetuned
5620,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.678,BERT-base-finetuned
5621,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.839,BERT-base-finetuned
5622,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.636,BERT-base-finetuned
5623,The service was rude and the portions were tiny.,Restaurants,negative,0.824,BERT-base-finetuned
5624,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.928,BERT-base-finetuned
5625,"Good value for money, I'd come back again.",Restaurants,neutral,0.792,BERT-base-finetuned
5626,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.789,BERT-base-finetuned
5627,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.81,BERT-base-finetuned
5628,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.943,BERT-base-finetuned
5629,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.624,BERT-base-finetuned
5630,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.89,BERT-base-finetuned
5631,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.905,BERT-base-finetuned
5632,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.836,BERT-base-finetuned
5633,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.884,BERT-base-finetuned
5634,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.923,BERT-base-finetuned
5635,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.552,BERT-base-finetuned
5636,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.778,BERT-base-finetuned
5637,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.919,BERT-base-finetuned
5638,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.803,BERT-base-finetuned
5639,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.582,BERT-base-finetuned
5640,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.685,BERT-base-finetuned
5641,The service was rude and the portions were tiny.,Restaurants,negative,0.837,BERT-base-finetuned
5642,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.571,BERT-base-finetuned
5643,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.772,BERT-base-finetuned
5644,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.663,BERT-base-finetuned
5645,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.841,BERT-base-finetuned
5646,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.819,BERT-base-finetuned
5647,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.649,BERT-base-finetuned
5648,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.972,BERT-base-finetuned
5649,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.703,BERT-base-finetuned
5650,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.712,BERT-base-finetuned
5651,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.782,BERT-base-finetuned
5652,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.772,BERT-base-finetuned
5653,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.722,BERT-base-finetuned
5654,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.606,BERT-base-finetuned
5655,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.592,BERT-base-finetuned
5656,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.972,BERT-base-finetuned
5657,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.853,BERT-base-finetuned
5658,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.846,BERT-base-finetuned
5659,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.804,BERT-base-finetuned
5660,The soup was bland and the salad was wilted.,Restaurants,negative,0.778,BERT-base-finetuned
5661,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.634,BERT-base-finetuned
5662,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.841,BERT-base-finetuned
5663,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.61,BERT-base-finetuned
5664,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.969,BERT-base-finetuned
5665,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.929,BERT-base-finetuned
5666,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.838,BERT-base-finetuned
5667,"Good value for money, I'd come back again.",Restaurants,neutral,0.826,BERT-base-finetuned
5668,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.825,BERT-base-finetuned
5669,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.737,BERT-base-finetuned
5670,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.782,BERT-base-finetuned
5671,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.587,BERT-base-finetuned
5672,The service was rude and the portions were tiny.,Restaurants,negative,0.773,BERT-base-finetuned
5673,"Good value for money, I'd come back again.",Restaurants,neutral,0.684,BERT-base-finetuned
5674,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.802,BERT-base-finetuned
5675,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.569,BERT-base-finetuned
5676,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.618,BERT-base-finetuned
5677,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.804,BERT-base-finetuned
5678,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.725,BERT-base-finetuned
5679,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.726,BERT-base-finetuned
5680,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.929,BERT-base-finetuned
5681,The soup was bland and the salad was wilted.,Restaurants,negative,0.807,BERT-base-finetuned
5682,The service was rude and the portions were tiny.,Restaurants,negative,0.769,BERT-base-finetuned
5683,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.66,BERT-base-finetuned
5684,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.947,BERT-base-finetuned
5685,The soup was bland and the salad was wilted.,Restaurants,negative,0.726,BERT-base-finetuned
5686,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.761,BERT-base-finetuned
5687,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.82,BERT-base-finetuned
5688,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.75,BERT-base-finetuned
5689,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.828,BERT-base-finetuned
5690,The soup was bland and the salad was wilted.,Restaurants,negative,0.897,BERT-base-finetuned
5691,"Good value for money, I'd come back again.",Restaurants,neutral,0.829,BERT-base-finetuned
5692,"Good value for money, I'd come back again.",Restaurants,neutral,0.658,BERT-base-finetuned
5693,The service was rude and the portions were tiny.,Restaurants,negative,0.837,BERT-base-finetuned
5694,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.603,BERT-base-finetuned
5695,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.911,BERT-base-finetuned
5696,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.564,BERT-base-finetuned
5697,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.736,BERT-base-finetuned
5698,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.81,BERT-base-finetuned
5699,The service was rude and the portions were tiny.,Restaurants,negative,0.893,BERT-base-finetuned
5700,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.769,BERT-base-finetuned
5701,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.933,BERT-base-finetuned
5702,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.906,BERT-base-finetuned
5703,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.651,BERT-base-finetuned
5704,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.929,BERT-base-finetuned
5705,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.864,BERT-base-finetuned
5706,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.869,BERT-base-finetuned
5707,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.717,BERT-base-finetuned
5708,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.943,BERT-base-finetuned
5709,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.86,BERT-base-finetuned
5710,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.713,BERT-base-finetuned
5711,"Good value for money, I'd come back again.",Restaurants,neutral,0.682,BERT-base-finetuned
5712,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.736,BERT-base-finetuned
5713,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.768,BERT-base-finetuned
5714,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.967,BERT-base-finetuned
5715,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.79,BERT-base-finetuned
5716,The service was rude and the portions were tiny.,Restaurants,negative,0.755,BERT-base-finetuned
5717,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.805,BERT-base-finetuned
5718,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.763,BERT-base-finetuned
5719,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.77,BERT-base-finetuned
5720,"Good value for money, I'd come back again.",Restaurants,neutral,0.683,BERT-base-finetuned
5721,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.663,BERT-base-finetuned
5722,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.971,BERT-base-finetuned
5723,The soup was bland and the salad was wilted.,Restaurants,negative,0.863,BERT-base-finetuned
5724,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.732,BERT-base-finetuned
5725,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.964,BERT-base-finetuned
5726,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.879,BERT-base-finetuned
5727,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.95,BERT-base-finetuned
5728,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.908,BERT-base-finetuned
5729,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.717,BERT-base-finetuned
5730,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.791,BERT-base-finetuned
5731,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.824,BERT-base-finetuned
5732,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.674,BERT-base-finetuned
5733,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.665,BERT-base-finetuned
5734,The service was rude and the portions were tiny.,Restaurants,negative,0.937,BERT-base-finetuned
5735,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.83,BERT-base-finetuned
5736,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.773,BERT-base-finetuned
5737,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.877,BERT-base-finetuned
5738,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.976,BERT-base-finetuned
5739,"Good value for money, I'd come back again.",Restaurants,neutral,0.668,BERT-base-finetuned
5740,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.899,BERT-base-finetuned
5741,The service was rude and the portions were tiny.,Restaurants,negative,0.815,BERT-base-finetuned
5742,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.756,BERT-base-finetuned
5743,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.78,BERT-base-finetuned
5744,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.793,BERT-base-finetuned
5745,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.722,BERT-base-finetuned
5746,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.686,BERT-base-finetuned
5747,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.962,BERT-base-finetuned
5748,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.731,BERT-base-finetuned
5749,The service was rude and the portions were tiny.,Restaurants,negative,0.745,BERT-base-finetuned
5750,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.863,BERT-base-finetuned
5751,"Good value for money, I'd come back again.",Restaurants,neutral,0.762,BERT-base-finetuned
5752,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.578,BERT-base-finetuned
5753,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.844,BERT-base-finetuned
5754,The soup was bland and the salad was wilted.,Restaurants,negative,0.834,BERT-base-finetuned
5755,The service was rude and the portions were tiny.,Restaurants,negative,0.734,BERT-base-finetuned
5756,"Good value for money, I'd come back again.",Restaurants,neutral,0.756,BERT-base-finetuned
5757,The soup was bland and the salad was wilted.,Restaurants,negative,0.855,BERT-base-finetuned
5758,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.644,BERT-base-finetuned
5759,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.586,BERT-base-finetuned
5760,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.782,BERT-base-finetuned
5761,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.808,BERT-base-finetuned
5762,The soup was bland and the salad was wilted.,Restaurants,negative,0.918,BERT-base-finetuned
5763,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.714,BERT-base-finetuned
5764,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.704,BERT-base-finetuned
5765,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.728,BERT-base-finetuned
5766,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.658,BERT-base-finetuned
5767,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.714,BERT-base-finetuned
5768,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.933,BERT-base-finetuned
5769,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.758,BERT-base-finetuned
5770,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.821,BERT-base-finetuned
5771,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.928,BERT-base-finetuned
5772,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.884,BERT-base-finetuned
5773,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.889,BERT-base-finetuned
5774,The service was rude and the portions were tiny.,Restaurants,negative,0.712,BERT-base-finetuned
5775,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.898,BERT-base-finetuned
5776,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.889,BERT-base-finetuned
5777,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.91,BERT-base-finetuned
5778,The soup was bland and the salad was wilted.,Restaurants,negative,0.785,BERT-base-finetuned
5779,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.779,BERT-base-finetuned
5780,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.66,BERT-base-finetuned
5781,The soup was bland and the salad was wilted.,Restaurants,negative,0.818,BERT-base-finetuned
5782,The soup was bland and the salad was wilted.,Restaurants,negative,0.926,BERT-base-finetuned
5783,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.592,BERT-base-finetuned
5784,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.739,BERT-base-finetuned
5785,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.895,BERT-base-finetuned
5786,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.682,BERT-base-finetuned
5787,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.76,BERT-base-finetuned
5788,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.892,BERT-base-finetuned
5789,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.908,BERT-base-finetuned
5790,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.938,BERT-base-finetuned
5791,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.937,BERT-base-finetuned
5792,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.636,BERT-base-finetuned
5793,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.778,BERT-base-finetuned
5794,"Good value for money, I'd come back again.",Restaurants,neutral,0.725,BERT-base-finetuned
5795,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.9,BERT-base-finetuned
5796,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.674,BERT-base-finetuned
5797,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.577,BERT-base-finetuned
5798,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.793,BERT-base-finetuned
5799,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.783,BERT-base-finetuned
5800,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.934,BERT-base-finetuned
5801,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.78,BERT-base-finetuned
5802,The soup was bland and the salad was wilted.,Restaurants,negative,0.913,BERT-base-finetuned
5803,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.895,BERT-base-finetuned
5804,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.925,BERT-base-finetuned
5805,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.794,BERT-base-finetuned
5806,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.611,BERT-base-finetuned
5807,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.672,BERT-base-finetuned
5808,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.798,BERT-base-finetuned
5809,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.751,BERT-base-finetuned
5810,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.964,BERT-base-finetuned
