sentence_id,review_text,predicted_sentiment,confidence_score,dataset,movie_genre,review_length
18211,This movie was nonsensical.,negative,0.941,SST-3 (Movies),Drama,4
18212,This movie was annoying.,negative,0.769,SST-3 (Movies),Comedy,4
18213,The acting was excellent and the story was incredible.,positive,0.863,SST-3 (Movies),Horror,9
18214,A remarkable masterpiece that blew me away.,positive,0.709,SST-3 (Movies),Horror,7
18215,"This film exceeded all expectations, it was excellent.",positive,0.784,SST-3 (Movies),Action,8
18216,Terrible - I want my money back!,negative,0.742,SST-3 (Movies),Sci-Fi,7
18217,The cinematography was stunning and fantastic.,positive,0.703,SST-3 (Movies),Horror,6
18218,Brilliant performances throughout!,positive,0.735,SST-3 (Movies),Drama,3
18219,Brilliant performances throughout!,positive,0.741,SST-3 (Movies),Action,3
18220,The acting was terrible and the plot was frustrating.,negative,0.767,SST-3 (Movies),Horror,9
18221,This is hands down the ridiculous film of the year.,negative,0.938,SST-3 (Movies),Comedy,10
18222,Terrible - I want my money back!,negative,0.974,SST-3 (Movies),Drama,7
18223,Complete disaster - don't waste your money.,negative,0.613,SST-3 (Movies),Sci-Fi,7
18224,This is hands down the dreadful film of the year.,negative,0.732,SST-3 (Movies),Sci-Fi,10
18225,A extraordinary masterpiece that blew me away.,positive,0.93,SST-3 (Movies),Sci-Fi,7
18226,One of the most brilliant movies I've ever seen.,positive,0.852,SST-3 (Movies),Drama,9
18227,The movie was average but also entertaining.,neutral,0.698,SST-3 (Movies),Sci-Fi,7
18228,I've never seen such annoying performances.,negative,0.768,SST-3 (Movies),Action,6
18229,"This film exceeded all expectations, it was wonderful.",positive,0.962,SST-3 (Movies),Romance,8
18230,What a remarkable experience!,positive,0.627,SST-3 (Movies),Horror,4
18231,The cinematography was stunning and fantastic.,positive,0.975,SST-3 (Movies),Comedy,6
18232,I've never seen such disappointing performances.,negative,0.697,SST-3 (Movies),Action,6
18233,"This film exceeded all expectations, it was magnificent.",positive,0.677,SST-3 (Movies),Action,8
18234,This is hands down the dreadful film of the year.,negative,0.766,SST-3 (Movies),Horror,10
18235,This movie was disappointing.,negative,0.731,SST-3 (Movies),Sci-Fi,4
18236,Complete disaster - don't waste your money.,negative,0.66,SST-3 (Movies),Action,7
18237,What a incredible experience!,positive,0.839,SST-3 (Movies),Romance,4
18238,"This film exceeded all expectations, it was brilliant.",positive,0.835,SST-3 (Movies),Action,8
18239,The direction was awful and the script was mediocre.,negative,0.759,SST-3 (Movies),Sci-Fi,9
18240,The cinematography was stunning and extraordinary.,positive,0.684,SST-3 (Movies),Romance,6
18241,It was an acceptable film.,neutral,0.703,SST-3 (Movies),Drama,5
18242,"Not great, not terrible, just average.",neutral,0.713,SST-3 (Movies),Action,6
18243,"Not great, not terrible, just unremarkable.",neutral,0.752,SST-3 (Movies),Drama,6
18244,Absolutely wonderful film!,positive,0.632,SST-3 (Movies),Horror,3
18245,This movie was brilliant!,positive,0.973,SST-3 (Movies),Comedy,4
18246,Brilliant performances throughout!,positive,0.955,SST-3 (Movies),Action,3
18247,Absolutely incredible film!,positive,0.653,SST-3 (Movies),Romance,3
18248,This is hands down the nonsensical film of the year.,negative,0.784,SST-3 (Movies),Comedy,10
18249,Terrible - I want my money back!,negative,0.937,SST-3 (Movies),Action,7
18250,The acting was incredible and the story was incredible.,positive,0.748,SST-3 (Movies),Horror,9
18251,This movie was stellar!,positive,0.711,SST-3 (Movies),Horror,4
18252,The acting was decent and the story was acceptable.,neutral,0.613,SST-3 (Movies),Romance,9
18253,What a superb experience!,positive,0.945,SST-3 (Movies),Horror,4
18254,This movie was remarkable!,positive,0.878,SST-3 (Movies),Drama,4
18255,Absolutely brilliant film!,positive,0.737,SST-3 (Movies),Horror,3
18256,A dreadful disaster that disappointed me.,negative,0.668,SST-3 (Movies),Drama,6
18257,I've never seen such pathetic performances.,negative,0.707,SST-3 (Movies),Drama,6
18258,Brilliant performances throughout!,positive,0.717,SST-3 (Movies),Action,3
18259,Complete disaster - don't waste your money.,negative,0.882,SST-3 (Movies),Comedy,7
18260,I've never seen such stupid performances.,negative,0.799,SST-3 (Movies),Action,6
18261,Boring from start to finish.,negative,0.618,SST-3 (Movies),Romance,5
18262,A nonsensical disaster that disappointed me.,negative,0.902,SST-3 (Movies),Comedy,6
18263,I was amazed by this incredible film.,positive,0.826,SST-3 (Movies),Drama,7
18264,A so-so movie that had some good moments.,neutral,0.739,SST-3 (Movies),Drama,8
18265,"Some parts were good, others were average.",neutral,0.733,SST-3 (Movies),Romance,7
18266,Terrible - I want my money back!,negative,0.633,SST-3 (Movies),Sci-Fi,7
18267,One of the most fantastic movies I've ever seen.,positive,0.924,SST-3 (Movies),Action,9
18268,This movie was fantastic!,positive,0.707,SST-3 (Movies),Romance,4
18269,The movie was decent but also entertaining.,neutral,0.701,SST-3 (Movies),Sci-Fi,7
18270,This is hands down the stupid film of the year.,negative,0.685,SST-3 (Movies),Romance,10
18271,This movie was frustrating.,negative,0.602,SST-3 (Movies),Romance,4
18272,I was amazed by this incredible film.,positive,0.962,SST-3 (Movies),Romance,7
18273,The cinematography was stunning and outstanding.,positive,0.722,SST-3 (Movies),Romance,6
18274,One of the most amazing movies I've ever seen.,positive,0.763,SST-3 (Movies),Drama,9
18275,The cinematography was stunning and powerful.,positive,0.803,SST-3 (Movies),Romance,6
18276,A excellent masterpiece that blew me away.,positive,0.799,SST-3 (Movies),Action,7
18277,What a powerful experience!,positive,0.815,SST-3 (Movies),Action,4
18278,The movie was average but also entertaining.,neutral,0.744,SST-3 (Movies),Horror,7
18279,Brilliant performances throughout!,positive,0.705,SST-3 (Movies),Sci-Fi,3
18280,Complete disaster - don't waste your money.,negative,0.743,SST-3 (Movies),Horror,7
18281,What a outstanding experience!,positive,0.962,SST-3 (Movies),Sci-Fi,4
18282,I was amazed by this incredible film.,positive,0.837,SST-3 (Movies),Sci-Fi,7
18283,This movie was stellar!,positive,0.902,SST-3 (Movies),Action,4
18284,What a nonsensical waste of time.,negative,0.654,SST-3 (Movies),Romance,6
18285,What a excellent experience!,positive,0.686,SST-3 (Movies),Sci-Fi,4
18286,One of the most remarkable movies I've ever seen.,positive,0.956,SST-3 (Movies),Sci-Fi,9
18287,The direction was awful and the script was pathetic.,negative,0.792,SST-3 (Movies),Drama,9
18288,It's a decent experience overall.,neutral,0.754,SST-3 (Movies),Action,5
18289,This movie was outstanding!,positive,0.901,SST-3 (Movies),Drama,4
18290,This movie was wonderful!,positive,0.716,SST-3 (Movies),Horror,4
18291,Brilliant performances throughout!,positive,0.696,SST-3 (Movies),Comedy,3
18292,A incredible masterpiece that blew me away.,positive,0.61,SST-3 (Movies),Comedy,7
18293,"Not great, not terrible, just average.",neutral,0.916,SST-3 (Movies),Comedy,6
18294,This movie was annoying.,negative,0.82,SST-3 (Movies),Action,4
18295,What a disappointing waste of time.,negative,0.723,SST-3 (Movies),Comedy,6
18296,"Not great, not terrible, just passable.",neutral,0.623,SST-3 (Movies),Drama,6
18297,What a amazing experience!,positive,0.695,SST-3 (Movies),Action,4
18298,A amazing masterpiece that blew me away.,positive,0.824,SST-3 (Movies),Sci-Fi,7
18299,The movie was okay but also entertaining.,neutral,0.62,SST-3 (Movies),Romance,7
18300,This movie was superb!,positive,0.633,SST-3 (Movies),Romance,4
18301,It was modest - that's all I can say.,neutral,0.724,SST-3 (Movies),Comedy,9
18302,Terrible - I want my money back!,negative,0.652,SST-3 (Movies),Horror,7
18303,Complete disaster - don't waste your money.,negative,0.987,SST-3 (Movies),Sci-Fi,7
18304,Absolutely extraordinary film!,positive,0.875,SST-3 (Movies),Sci-Fi,3
18305,The acting was decent and the story was tolerable.,neutral,0.696,SST-3 (Movies),Action,9
18306,A powerful masterpiece that blew me away.,positive,0.897,SST-3 (Movies),Horror,7
18307,What a remarkable experience!,positive,0.977,SST-3 (Movies),Sci-Fi,4
18308,A brilliant masterpiece that blew me away.,positive,0.809,SST-3 (Movies),Romance,7
18309,The acting was stellar and the story was incredible.,positive,0.721,SST-3 (Movies),Sci-Fi,9
18310,One of the most excellent movies I've ever seen.,positive,0.975,SST-3 (Movies),Action,9
18311,This movie was terrible.,negative,0.624,SST-3 (Movies),Drama,4
18312,The movie was so-so but also entertaining.,neutral,0.632,SST-3 (Movies),Comedy,7
18313,The acting was superb and the story was incredible.,positive,0.612,SST-3 (Movies),Drama,9
18314,Brilliant performances throughout!,positive,0.672,SST-3 (Movies),Romance,3
18315,I've never seen such ridiculous performances.,negative,0.605,SST-3 (Movies),Horror,6
18316,The acting was extraordinary and the story was incredible.,positive,0.65,SST-3 (Movies),Comedy,9
18317,Boring from start to finish.,negative,0.696,SST-3 (Movies),Action,5
18318,A excellent masterpiece that blew me away.,positive,0.711,SST-3 (Movies),Horror,7
18319,It's a fair experience overall.,neutral,0.975,SST-3 (Movies),Action,5
18320,"Some parts were good, others were adequate.",neutral,0.82,SST-3 (Movies),Romance,7
18321,The movie was fair but also entertaining.,neutral,0.739,SST-3 (Movies),Romance,7
18322,Terrible - I want my money back!,negative,0.664,SST-3 (Movies),Comedy,7
18323,What a incredible experience!,positive,0.928,SST-3 (Movies),Action,4
18324,The acting was terrible and the plot was ridiculous.,negative,0.99,SST-3 (Movies),Sci-Fi,9
18325,Brilliant performances throughout!,positive,0.874,SST-3 (Movies),Comedy,3
18326,I have mixed feelings about this film.,neutral,0.812,SST-3 (Movies),Comedy,7
18327,One of the most amazing movies I've ever seen.,positive,0.814,SST-3 (Movies),Drama,9
18328,Terrible - I want my money back!,negative,0.641,SST-3 (Movies),Romance,7
18329,What a stellar experience!,positive,0.807,SST-3 (Movies),Action,4
18330,"This film exceeded all expectations, it was unforgettable.",positive,0.684,SST-3 (Movies),Horror,8
18331,I was amazed by this incredible film.,positive,0.762,SST-3 (Movies),Romance,7
18332,I was amazed by this incredible film.,positive,0.667,SST-3 (Movies),Horror,7
18333,A unforgettable masterpiece that blew me away.,positive,0.833,SST-3 (Movies),Horror,7
18334,I've never seen such frustrating performances.,negative,0.978,SST-3 (Movies),Comedy,6
18335,Complete disaster - don't waste your money.,negative,0.792,SST-3 (Movies),Drama,7
18336,This movie was magnificent!,positive,0.87,SST-3 (Movies),Drama,4
18337,Boring from start to finish.,negative,0.788,SST-3 (Movies),Sci-Fi,5
18338,This is hands down the nonsensical film of the year.,negative,0.873,SST-3 (Movies),Romance,10
18339,What a mediocre waste of time.,negative,0.689,SST-3 (Movies),Action,6
18340,Absolutely powerful film!,positive,0.628,SST-3 (Movies),Comedy,3
18341,It's a ordinary experience overall.,neutral,0.95,SST-3 (Movies),Horror,5
18342,Brilliant performances throughout!,positive,0.841,SST-3 (Movies),Comedy,3
18343,A superb masterpiece that blew me away.,positive,0.903,SST-3 (Movies),Romance,7
18344,The acting was terrible and the plot was pathetic.,negative,0.984,SST-3 (Movies),Comedy,9
18345,This movie was amazing!,positive,0.743,SST-3 (Movies),Sci-Fi,4
18346,The direction was awful and the script was pointless.,negative,0.747,SST-3 (Movies),Horror,9
18347,The cinematography was stunning and brilliant.,positive,0.695,SST-3 (Movies),Horror,6
18348,Brilliant performances throughout!,positive,0.744,SST-3 (Movies),Horror,3
18349,This is hands down the nonsensical film of the year.,negative,0.625,SST-3 (Movies),Romance,10
18350,Boring from start to finish.,negative,0.675,SST-3 (Movies),Romance,5
18351,I was amazed by this incredible film.,positive,0.721,SST-3 (Movies),Comedy,7
18352,This movie was magnificent!,positive,0.654,SST-3 (Movies),Comedy,4
18353,Brilliant performances throughout!,positive,0.965,SST-3 (Movies),Action,3
18354,"This film exceeded all expectations, it was remarkable.",positive,0.711,SST-3 (Movies),Romance,8
18355,A disappointing disaster that disappointed me.,negative,0.958,SST-3 (Movies),Sci-Fi,6
18356,This is hands down the mediocre film of the year.,negative,0.892,SST-3 (Movies),Comedy,10
18357,Absolutely extraordinary film!,positive,0.883,SST-3 (Movies),Sci-Fi,3
18358,A outstanding masterpiece that blew me away.,positive,0.63,SST-3 (Movies),Sci-Fi,7
18359,A dreadful disaster that disappointed me.,negative,0.7,SST-3 (Movies),Comedy,6
18360,This is hands down the ridiculous film of the year.,negative,0.724,SST-3 (Movies),Comedy,10
18361,Complete disaster - don't waste your money.,negative,0.97,SST-3 (Movies),Comedy,7
18362,A ridiculous disaster that disappointed me.,negative,0.768,SST-3 (Movies),Horror,6
18363,The cinematography was stunning and amazing.,positive,0.895,SST-3 (Movies),Comedy,6
18364,It's a modest experience overall.,neutral,0.692,SST-3 (Movies),Comedy,5
18365,Terrible - I want my money back!,negative,0.693,SST-3 (Movies),Comedy,7
18366,I've never seen such pathetic performances.,negative,0.943,SST-3 (Movies),Drama,6
18367,Complete disaster - don't waste your money.,negative,0.842,SST-3 (Movies),Horror,7
18368,The acting was terrible and the plot was stupid.,negative,0.957,SST-3 (Movies),Drama,9
18369,Boring from start to finish.,negative,0.947,SST-3 (Movies),Romance,5
18370,The acting was decent and the story was mediocre.,neutral,0.717,SST-3 (Movies),Romance,9
18371,A superb masterpiece that blew me away.,positive,0.619,SST-3 (Movies),Horror,7
18372,A boring disaster that disappointed me.,negative,0.859,SST-3 (Movies),Romance,6
18373,A powerful masterpiece that blew me away.,positive,0.612,SST-3 (Movies),Sci-Fi,7
18374,I have mixed feelings about this film.,neutral,0.816,SST-3 (Movies),Sci-Fi,7
18375,The acting was terrible and the plot was annoying.,negative,0.944,SST-3 (Movies),Drama,9
18376,"Not great, not terrible, just so-so.",neutral,0.989,SST-3 (Movies),Horror,6
18377,Terrible - I want my money back!,negative,0.717,SST-3 (Movies),Horror,7
18378,What a extraordinary experience!,positive,0.966,SST-3 (Movies),Romance,4
18379,"This film exceeded all expectations, it was powerful.",positive,0.853,SST-3 (Movies),Comedy,8
18380,"This film exceeded all expectations, it was outstanding.",positive,0.924,SST-3 (Movies),Drama,8
18381,I was amazed by this incredible film.,positive,0.907,SST-3 (Movies),Horror,7
18382,The acting was terrible and the plot was boring.,negative,0.776,SST-3 (Movies),Action,9
18383,"Not great, not terrible, just so-so.",neutral,0.644,SST-3 (Movies),Action,6
18384,The acting was decent and the story was adequate.,neutral,0.969,SST-3 (Movies),Action,9
18385,Complete disaster - don't waste your money.,negative,0.935,SST-3 (Movies),Horror,7
18386,It was an decent film.,neutral,0.807,SST-3 (Movies),Comedy,5
18387,A amazing masterpiece that blew me away.,positive,0.665,SST-3 (Movies),Drama,7
18388,What a superb experience!,positive,0.869,SST-3 (Movies),Horror,4
18389,What a terrible waste of time.,negative,0.949,SST-3 (Movies),Action,6
18390,This movie was annoying.,negative,0.669,SST-3 (Movies),Comedy,4
18391,I have mixed feelings about this film.,neutral,0.756,SST-3 (Movies),Comedy,7
18392,"This film exceeded all expectations, it was superb.",positive,0.79,SST-3 (Movies),Romance,8
18393,Boring from start to finish.,negative,0.793,SST-3 (Movies),Romance,5
18394,One of the most excellent movies I've ever seen.,positive,0.93,SST-3 (Movies),Romance,9
18395,A disappointing disaster that disappointed me.,negative,0.959,SST-3 (Movies),Comedy,6
18396,The acting was terrible and the plot was terrible.,negative,0.686,SST-3 (Movies),Comedy,9
18397,One of the most unforgettable movies I've ever seen.,positive,0.977,SST-3 (Movies),Drama,9
18398,"This film exceeded all expectations, it was stellar.",positive,0.638,SST-3 (Movies),Action,8
18399,Terrible - I want my money back!,negative,0.835,SST-3 (Movies),Drama,7
18400,Absolutely brilliant film!,positive,0.737,SST-3 (Movies),Sci-Fi,3
18401,This movie was awful.,negative,0.971,SST-3 (Movies),Horror,4
18402,The direction was awful and the script was annoying.,negative,0.832,SST-3 (Movies),Sci-Fi,9
18403,The cinematography was stunning and incredible.,positive,0.78,SST-3 (Movies),Comedy,6
18404,A average movie that had some good moments.,neutral,0.96,SST-3 (Movies),Action,8
18405,A adequate movie that had some good moments.,neutral,0.692,SST-3 (Movies),Romance,8
18406,I was amazed by this incredible film.,positive,0.651,SST-3 (Movies),Sci-Fi,7
18407,One of the most wonderful movies I've ever seen.,positive,0.67,SST-3 (Movies),Comedy,9
18408,The acting was outstanding and the story was incredible.,positive,0.809,SST-3 (Movies),Horror,9
18409,"This film exceeded all expectations, it was outstanding.",positive,0.67,SST-3 (Movies),Comedy,8
18410,A dreadful disaster that disappointed me.,negative,0.648,SST-3 (Movies),Comedy,6
18411,"This film exceeded all expectations, it was spectacular.",positive,0.76,SST-3 (Movies),Action,8
18412,"Some parts were good, others were passable.",neutral,0.935,SST-3 (Movies),Drama,7
18413,It was an fair film.,neutral,0.986,SST-3 (Movies),Romance,5
18414,Brilliant performances throughout!,positive,0.71,SST-3 (Movies),Action,3
18415,"Some parts were good, others were decent.",neutral,0.956,SST-3 (Movies),Comedy,7
18416,It was an tolerable film.,neutral,0.876,SST-3 (Movies),Romance,5
18417,"This film exceeded all expectations, it was wonderful.",positive,0.767,SST-3 (Movies),Sci-Fi,8
18418,The cinematography was stunning and unforgettable.,positive,0.826,SST-3 (Movies),Action,6
18419,Complete disaster - don't waste your money.,negative,0.617,SST-3 (Movies),Action,7
18420,"This film exceeded all expectations, it was outstanding.",positive,0.949,SST-3 (Movies),Drama,8
18421,A spectacular masterpiece that blew me away.,positive,0.614,SST-3 (Movies),Romance,7
18422,Brilliant performances throughout!,positive,0.713,SST-3 (Movies),Sci-Fi,3
18423,A fantastic masterpiece that blew me away.,positive,0.968,SST-3 (Movies),Horror,7
18424,A acceptable movie that had some good moments.,neutral,0.732,SST-3 (Movies),Sci-Fi,8
18425,This movie was extraordinary!,positive,0.741,SST-3 (Movies),Sci-Fi,4
18426,One of the most outstanding movies I've ever seen.,positive,0.69,SST-3 (Movies),Action,9
18427,Brilliant performances throughout!,positive,0.787,SST-3 (Movies),Comedy,3
18428,This movie was frustrating.,negative,0.807,SST-3 (Movies),Romance,4
18429,One of the most spectacular movies I've ever seen.,positive,0.865,SST-3 (Movies),Comedy,9
18430,What a superb experience!,positive,0.921,SST-3 (Movies),Sci-Fi,4
18431,This movie was extraordinary!,positive,0.66,SST-3 (Movies),Action,4
18432,I've never seen such annoying performances.,negative,0.681,SST-3 (Movies),Horror,6
18433,I have mixed feelings about this film.,neutral,0.748,SST-3 (Movies),Sci-Fi,7
18434,The movie was middling but also entertaining.,neutral,0.88,SST-3 (Movies),Drama,7
18435,I've never seen such dreadful performances.,negative,0.867,SST-3 (Movies),Comedy,6
18436,"Nothing special, just forgettable.",neutral,0.647,SST-3 (Movies),Drama,4
18437,The acting was terrible and the plot was pathetic.,negative,0.904,SST-3 (Movies),Sci-Fi,9
18438,The cinematography was stunning and superb.,positive,0.636,SST-3 (Movies),Comedy,6
18439,The cinematography was stunning and wonderful.,positive,0.921,SST-3 (Movies),Romance,6
18440,What a excellent experience!,positive,0.707,SST-3 (Movies),Comedy,4
18441,"This film exceeded all expectations, it was incredible.",positive,0.65,SST-3 (Movies),Romance,8
18442,I was amazed by this incredible film.,positive,0.808,SST-3 (Movies),Romance,7
18443,I was amazed by this incredible film.,positive,0.886,SST-3 (Movies),Romance,7
18444,It was an acceptable film.,neutral,0.955,SST-3 (Movies),Romance,5
18445,A modest movie that had some good moments.,neutral,0.912,SST-3 (Movies),Romance,8
18446,The acting was terrible and the plot was disappointing.,negative,0.659,SST-3 (Movies),Comedy,9
18447,"Nothing special, just tolerable.",neutral,0.805,SST-3 (Movies),Romance,4
18448,"Some parts were good, others were unremarkable.",neutral,0.748,SST-3 (Movies),Comedy,7
18449,The direction was awful and the script was boring.,negative,0.892,SST-3 (Movies),Action,9
18450,"This film exceeded all expectations, it was superb.",positive,0.986,SST-3 (Movies),Drama,8
18451,Absolutely remarkable film!,positive,0.756,SST-3 (Movies),Drama,3
18452,It was fair - that's all I can say.,neutral,0.868,SST-3 (Movies),Comedy,9
18453,It was adequate - that's all I can say.,neutral,0.986,SST-3 (Movies),Action,9
18454,"This film exceeded all expectations, it was remarkable.",positive,0.705,SST-3 (Movies),Comedy,8
18455,What a horrible waste of time.,negative,0.643,SST-3 (Movies),Horror,6
18456,The acting was decent and the story was forgettable.,neutral,0.746,SST-3 (Movies),Drama,9
18457,"This film exceeded all expectations, it was brilliant.",positive,0.669,SST-3 (Movies),Drama,8
18458,Brilliant performances throughout!,positive,0.955,SST-3 (Movies),Romance,3
18459,Brilliant performances throughout!,positive,0.693,SST-3 (Movies),Comedy,3
18460,What a ridiculous waste of time.,negative,0.91,SST-3 (Movies),Horror,6
18461,Brilliant performances throughout!,positive,0.669,SST-3 (Movies),Romance,3
18462,A annoying disaster that disappointed me.,negative,0.662,SST-3 (Movies),Drama,6
18463,What a remarkable experience!,positive,0.67,SST-3 (Movies),Sci-Fi,4
18464,"Not great, not terrible, just adequate.",neutral,0.712,SST-3 (Movies),Drama,6
18465,Terrible - I want my money back!,negative,0.808,SST-3 (Movies),Action,7
18466,A ridiculous disaster that disappointed me.,negative,0.738,SST-3 (Movies),Action,6
18467,What a remarkable experience!,positive,0.866,SST-3 (Movies),Action,4
18468,A passable movie that had some good moments.,neutral,0.672,SST-3 (Movies),Romance,8
18469,I was amazed by this incredible film.,positive,0.74,SST-3 (Movies),Drama,7
18470,Brilliant performances throughout!,positive,0.746,SST-3 (Movies),Drama,3
18471,I was amazed by this incredible film.,positive,0.97,SST-3 (Movies),Horror,7
18472,The cinematography was stunning and amazing.,positive,0.611,SST-3 (Movies),Action,6
18473,"Nothing special, just average.",neutral,0.8,SST-3 (Movies),Drama,4
18474,I was amazed by this incredible film.,positive,0.689,SST-3 (Movies),Romance,7
18475,What a magnificent experience!,positive,0.807,SST-3 (Movies),Romance,4
18476,What a pathetic waste of time.,negative,0.696,SST-3 (Movies),Comedy,6
18477,Terrible - I want my money back!,negative,0.834,SST-3 (Movies),Sci-Fi,7
18478,I was amazed by this incredible film.,positive,0.886,SST-3 (Movies),Sci-Fi,7
18479,The acting was unforgettable and the story was incredible.,positive,0.913,SST-3 (Movies),Sci-Fi,9
18480,Absolutely magnificent film!,positive,0.872,SST-3 (Movies),Comedy,3
18481,"Nothing special, just ordinary.",neutral,0.629,SST-3 (Movies),Comedy,4
18482,I was amazed by this incredible film.,positive,0.623,SST-3 (Movies),Action,7
18483,What a stupid waste of time.,negative,0.61,SST-3 (Movies),Romance,6
18484,A amazing masterpiece that blew me away.,positive,0.72,SST-3 (Movies),Horror,7
18485,I have mixed feelings about this film.,neutral,0.63,SST-3 (Movies),Action,7
18486,"Not great, not terrible, just fair.",neutral,0.881,SST-3 (Movies),Drama,6
18487,I have mixed feelings about this film.,neutral,0.743,SST-3 (Movies),Drama,7
18488,Brilliant performances throughout!,positive,0.648,SST-3 (Movies),Sci-Fi,3
18489,Boring from start to finish.,negative,0.986,SST-3 (Movies),Comedy,5
18490,What a stellar experience!,positive,0.628,SST-3 (Movies),Horror,4
18491,Complete disaster - don't waste your money.,negative,0.804,SST-3 (Movies),Action,7
18492,This movie was outstanding!,positive,0.968,SST-3 (Movies),Horror,4
18493,Complete disaster - don't waste your money.,negative,0.684,SST-3 (Movies),Action,7
18494,I was amazed by this incredible film.,positive,0.867,SST-3 (Movies),Romance,7
18495,What a ridiculous waste of time.,negative,0.886,SST-3 (Movies),Comedy,6
18496,A forgettable movie that had some good moments.,neutral,0.876,SST-3 (Movies),Action,8
18497,"Not great, not terrible, just okay.",neutral,0.687,SST-3 (Movies),Action,6
18498,I was amazed by this incredible film.,positive,0.853,SST-3 (Movies),Comedy,7
18499,The cinematography was stunning and magnificent.,positive,0.783,SST-3 (Movies),Comedy,6
18500,"This film exceeded all expectations, it was wonderful.",positive,0.901,SST-3 (Movies),Horror,8
18501,This is hands down the annoying film of the year.,negative,0.621,SST-3 (Movies),Sci-Fi,10
18502,Terrible - I want my money back!,negative,0.937,SST-3 (Movies),Drama,7
18503,Terrible - I want my money back!,negative,0.744,SST-3 (Movies),Horror,7
18504,"Not great, not terrible, just fair.",neutral,0.751,SST-3 (Movies),Sci-Fi,6
18505,I have mixed feelings about this film.,neutral,0.941,SST-3 (Movies),Romance,7
18506,I was amazed by this incredible film.,positive,0.964,SST-3 (Movies),Romance,7
18507,What a disappointing waste of time.,negative,0.611,SST-3 (Movies),Drama,6
18508,Brilliant performances throughout!,positive,0.926,SST-3 (Movies),Horror,3
18509,The acting was decent and the story was tolerable.,neutral,0.643,SST-3 (Movies),Sci-Fi,9
18510,I've never seen such disappointing performances.,negative,0.694,SST-3 (Movies),Comedy,6
18511,The acting was terrible and the plot was dreadful.,negative,0.803,SST-3 (Movies),Comedy,9
18512,It was fair - that's all I can say.,neutral,0.661,SST-3 (Movies),Drama,9
18513,Absolutely wonderful film!,positive,0.808,SST-3 (Movies),Action,3
18514,The acting was powerful and the story was incredible.,positive,0.73,SST-3 (Movies),Sci-Fi,9
18515,The direction was awful and the script was dreadful.,negative,0.932,SST-3 (Movies),Drama,9
18516,I have mixed feelings about this film.,neutral,0.753,SST-3 (Movies),Sci-Fi,7
18517,I've never seen such pointless performances.,negative,0.909,SST-3 (Movies),Drama,6
18518,The cinematography was stunning and incredible.,positive,0.869,SST-3 (Movies),Sci-Fi,6
18519,The acting was powerful and the story was incredible.,positive,0.637,SST-3 (Movies),Sci-Fi,9
18520,The direction was awful and the script was dreadful.,negative,0.73,SST-3 (Movies),Comedy,9
18521,"Nothing special, just average.",neutral,0.857,SST-3 (Movies),Drama,4
18522,Complete disaster - don't waste your money.,negative,0.615,SST-3 (Movies),Drama,7
18523,This movie was outstanding!,positive,0.957,SST-3 (Movies),Drama,4
18524,I was amazed by this incredible film.,positive,0.674,SST-3 (Movies),Romance,7
18525,The acting was terrible and the plot was annoying.,negative,0.971,SST-3 (Movies),Romance,9
18526,Absolutely stellar film!,positive,0.866,SST-3 (Movies),Horror,3
18527,Terrible - I want my money back!,negative,0.737,SST-3 (Movies),Sci-Fi,7
18528,Boring from start to finish.,negative,0.677,SST-3 (Movies),Horror,5
18529,Brilliant performances throughout!,positive,0.946,SST-3 (Movies),Sci-Fi,3
18530,One of the most amazing movies I've ever seen.,positive,0.793,SST-3 (Movies),Comedy,9
18531,Absolutely spectacular film!,positive,0.967,SST-3 (Movies),Romance,3
18532,A incredible masterpiece that blew me away.,positive,0.766,SST-3 (Movies),Sci-Fi,7
18533,It was an unremarkable film.,neutral,0.775,SST-3 (Movies),Action,5
18534,This movie was wonderful!,positive,0.659,SST-3 (Movies),Drama,4
18535,Boring from start to finish.,negative,0.863,SST-3 (Movies),Drama,5
18536,What a frustrating waste of time.,negative,0.856,SST-3 (Movies),Drama,6
18537,I was amazed by this incredible film.,positive,0.751,SST-3 (Movies),Romance,7
18538,A superb masterpiece that blew me away.,positive,0.722,SST-3 (Movies),Action,7
18539,I have mixed feelings about this film.,neutral,0.624,SST-3 (Movies),Drama,7
18540,The acting was decent and the story was acceptable.,neutral,0.838,SST-3 (Movies),Horror,9
18541,"This film exceeded all expectations, it was excellent.",positive,0.902,SST-3 (Movies),Drama,8
18542,The acting was terrible and the plot was disappointing.,negative,0.652,SST-3 (Movies),Horror,9
18543,This movie was incredible!,positive,0.657,SST-3 (Movies),Sci-Fi,4
18544,I've never seen such mediocre performances.,negative,0.911,SST-3 (Movies),Drama,6
18545,The acting was magnificent and the story was incredible.,positive,0.946,SST-3 (Movies),Romance,9
18546,Brilliant performances throughout!,positive,0.83,SST-3 (Movies),Action,3
18547,Terrible - I want my money back!,negative,0.945,SST-3 (Movies),Comedy,7
18548,Boring from start to finish.,negative,0.703,SST-3 (Movies),Romance,5
18549,The acting was terrible and the plot was awful.,negative,0.984,SST-3 (Movies),Drama,9
18550,A extraordinary masterpiece that blew me away.,positive,0.783,SST-3 (Movies),Horror,7
18551,What a terrible waste of time.,negative,0.745,SST-3 (Movies),Action,6
18552,The cinematography was stunning and magnificent.,positive,0.866,SST-3 (Movies),Drama,6
18553,Brilliant performances throughout!,positive,0.62,SST-3 (Movies),Horror,3
